Campaign_ID,Name,Start Date,End Date,Channel,Client,Street,City,State,State,Country,Zip,Email,Phone,Contact,Audience,Geschlecht,Altersgruppe,Location,Views,Likes,Clicks,Conversions,Conversion_Rate,Expense,Executive
172,Campaign 172,2023-07-22,2023-08-19,YouTube,Reed|Galloway|Buck,49317 Vincent Vista Suite 462,Port Nathan,CA,California,USA,23364,larrygraham@lucas.com,+6697082006,Andrea Simmons,Female 60+,Female,60+,UK,12092,6445,2154,511,"4,23%","42170,89",Wesley Simon
173,Campaign 173,2023-02-09,2023-03-03,Facebook,Herrera|Cook,0613 David Haven Apt. 354,North Samantha,MI,Michigan,USA,10699,ijordan@gmail.com,+8808919091,Madison York,Male 60+,Male,60+,Europe,75203,4396,1918,505,"0,67%","39487,08",Wesley Simon
174,Campaign 174,2023-11-12,2023-12-02,Facebook,James|Phelps|Burgess,026 Good Ports Apt. 881,Port Adam,KY,Kentucky,USA,82799,edurham@hotmail.com,+8329634717985,Vanessa Miranda,Female 40-60,Female,40-60,Australia,59762,6135,4044,94,"0,16%","43596,2",Lauren Riggs
175,Campaign 175,2023-06-14,2023-06-20,Instagram,Smith|Bailey,055 Rebecca Ramp,Edwardsland,WY,Wyoming,USA,72139,bakerpaul@holland.com,+05449561427992,Sharon Reeves,Seniors 60+,Unknown,60+,Japan,32641,1793,3483,901,"2,76%","45493,19",Michael Camacho
176,Campaign 176,2023-02-10,2023-02-19,TikTok,Jackson Inc,96299 Miller Spur,Jensenfurt,CA,California,USA,97794,jeremy09@yahoo.com,+5576707467238,Karen Rivers,Female 40-60,Female,40-60,UK,77746,9647,2452,665,"0,86%","22122,28",Thomas Ryan
177,Campaign 177,2023-10-13,2023-10-22,Facebook,Hernandez Inc,9452 Amber Mills,Lopezville,NV,Nevada,USA,94038,uhansen@livingston.com,+151947089311832,Traci Holden,Female 18-40,Female,18-40,Australia,87194,1337,923,659,"0,76%","17887,91",Melissa Haynes
178,Campaign 178,2023-10-20,2023-11-07,Instagram,Weaver|Hoover,050 Andrews Green,North Renee,VT,Vermont,USA,22014,jacqueline32@dominguez.biz,+5741894981166,Kathy Mahoney,Female 60+,Female,60+,USA,34427,1902,4489,821,"2,38%","28959,86",Brandon Townsend Jr.
179,Campaign 179,2023-11-22,2023-12-13,TikTok,Holloway|Cox|Ford,7800 Dorsey Tunnel Suite 734,West Tracy,UT,Utah,USA,56027,joseph49@hodges-campbell.com,+0118358647901,Dennis Carr,Male 40-60,Male,40-60,Australia,80094,7263,1972,597,"0,75%","22708,63",Brandon Townsend Jr.
180,Campaign 180,2023-07-01,2023-07-09,Instagram,Cohen|Williams|Hess,93243 Lee Loop Apt. 832,North Jonathanland,MP,Northern Mariana Islands,USA,43605,shawn39@gmail.com,+314858550923447,Mr. Nicholas Ramirez,Female 40-60,Female,40-60,Canada,46655,7139,2139,665,"1,43%","30754,91",Jesus Rivera
181,Campaign 181,2023-08-02,2023-08-12,Email,Hernandez Inc,9452 Amber Mills,Lopezville,NV,Nevada,USA,94038,uhansen@livingston.com,+151947089311832,Traci Holden,Seniors 60+,Unknown,60+,Europe,63272,7145,1919,13,"0,02%","41648,63",Melissa Haynes
182,Campaign 182,2023-03-29,2023-04-12,Email,Bradley|Jackson|Miller,190 Bradley Mill Suite 940,Craigbury,MO,Missouri,USA,18832,hansonpatrick@hunt.com,+3551561435486,Dr. David Glass Jr.,Seniors 60+,Unknown,60+,India,74470,9658,886,213,"0,29%","20672,06",Melissa Haynes
183,Campaign 183,2023-12-19,2024-01-12,Instagram,Lewis|Martinez,37059 Bates Prairie Suite 432,Port Robertmouth,MN,Minnesota,USA,28374,joshua06@king.com,+36383636475385,Angela Anderson,Adults 40-60,Unknown,40-60,USA,90631,6306,4129,819,"0,90%","32809,16",Aaron Faulkner
184,Campaign 184,2023-07-28,2023-08-09,Email,Hernandez Inc,9452 Amber Mills,Lopezville,NV,Nevada,USA,94038,uhansen@livingston.com,+151947089311832,Traci Holden,Teens 13-19,Unknown,13-19,Europe,89367,8557,1981,179,"0,20%","6287,7",Melissa Haynes
185,Campaign 185,2023-06-05,2023-06-06,Facebook,Cooper|Alexander,01438 Kristin Fords Apt. 626,Port Paula,WA,Washington,USA,20979,gchavez@yang.com,+2844015003,Alexandria Hansen,Teens 13-19,Unknown,13-19,UK,60018,1588,2700,739,"1,23%","15790,19",Thomas Ryan
186,Campaign 186,2023-08-27,2023-09-15,Facebook,Holloway|Cox|Ford,7800 Dorsey Tunnel Suite 734,West Tracy,UT,Utah,USA,56027,joseph49@hodges-campbell.com,+0118358647901,Dennis Carr,Male 18-40,Male,18-40,Latein America,8073,7789,1850,339,"4,20%","14431,01",Brandon Townsend Jr.
187,Campaign 187,2023-08-24,2023-09-04,Facebook,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,Adults 18-40,Unknown,18-40,UK,48590,4195,653,203,"0,42%","5748,2",Thomas Ryan
188,Campaign 188,2023-07-21,2023-08-04,TikTok,Patterson|Sons,0171 Patricia Street Suite 265,Frankmouth,MS,Mississippi,USA,50700,nataliemartinez@hotmail.com,+2281662016,Christopher Riggs,Female 18-40,Female,18-40,Latein America,61458,2177,2416,584,"0,95%","14190,96",Jesus Rivera
189,Campaign 189,2023-05-16,2023-06-06,Email,Thomas|Proctor,820 Butler Streets Suite 875,North Denisehaven,WV,West Virginia,USA,66736,brownmario@leonard.com,+3718900231,Angela Moore,Female 60+,Female,60+,Latein America,99087,6822,3819,420,"0,42%","13405,18",Wesley Simon
190,Campaign 190,2023-01-26,2023-02-16,Email,Lewis|Martinez,37059 Bates Prairie Suite 432,Port Robertmouth,MN,Minnesota,USA,28374,joshua06@king.com,+36383636475385,Angela Anderson,Adults 18-40,Unknown,18-40,Europe,49466,7474,2053,57,"0,12%","1912,51",Aaron Faulkner
191,Campaign 191,2023-06-22,2023-06-24,TikTok,Drake|Vasquez,8980 Cox Park,South Robert,NV,Nevada,USA,66099,tylersheila@hicks.com,+1238005701,Teresa Doyle,Female 60+,Female,60+,USA,93678,7274,3652,649,"0,69%","18128,96",Michael Camacho
192,Campaign 192,2023-07-09,2023-07-21,Email,Green|Lloyd|Ball,30284 Villarreal Passage Apt. 698,Brownshire,NV,Nevada,USA,89609,wrightlucas@yahoo.com,+56229307994586,Shelly Stafford,Male 60+,Male,60+,Japan,89773,4425,486,322,"0,36%","29353,14",Jesus Rivera
193,Campaign 193,2023-06-23,2023-07-21,TikTok,White Ltd,172 Angela Crescent Apt. 306,North Laura,HI,Hawaii,USA,69094,jeremy56@gmail.com,+3201853187395,Nathan Weber,Teens 13-19,Unknown,13-19,Latein America,47361,3617,2746,464,"0,98%","32207,95",Jesus Rivera
194,Campaign 194,2023-12-28,2024-01-16,YouTube,Miller|Bryant|Burnett,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,Nebraska,USA,12690,bjohnson@martin-williams.com,+9588403830,Christopher Clark,Adults 40-60,Unknown,40-60,Canada,17339,8987,926,832,"4,80%","38020,63",Aaron Faulkner
195,Campaign 195,2023-02-06,2023-03-01,Email,Schneider PLC,872 Davila Ville Apt. 985,Millerland,GA,Georgia,USA,42888,beasleycraig@yahoo.com,+1430693791,Stephen Murphy,Female 40-60,Female,40-60,USA,28308,1037,4025,931,"3,29%","15802,31",Lauren Riggs
196,Campaign 196,2023-05-20,2023-05-22,Instagram,Lyons PLC,20804 Burgess Trace,Petersenburgh,WV,West Virginia,USA,31082,nicholastaylor@yahoo.com,+4964036865,Sharon Crawford,Female 40-60,Female,40-60,UK,63539,9009,2029,761,"1,20%","46852,46",Lauren Riggs
197,Campaign 197,2023-01-11,2023-01-16,YouTube,Edwards|Hoover,86879 Carol Cove,North Evanton,MT,Montana,USA,25565,bryantmichelle@rocha.com,+941072187124451,Erika Owens,Female 18-40,Female,18-40,Latein America,26063,6230,1728,397,"1,52%","32269,17",Melissa Haynes
198,Campaign 198,2023-04-02,2023-04-05,Facebook,Ramirez|Wilson,6802 Scott Ways,Jasonbury,NM,New Mexico,USA,94299,robertellis@simpson-gutierrez.com,+41408698958325,Christine Nguyen,Seniors 60+,Unknown,60+,Australia,2963,9069,618,878,"29,63%","4975,75",Becky Brown
199,Campaign 199,2023-08-03,2023-08-23,TikTok,Phillips|Lewis,152 Munoz Spur,Richardbury,NE,Nebraska,USA,64820,ssullivan@yahoo.com,+163276214014577,April Williams,Female 40-60,Female,40-60,India,5038,4136,1650,963,"19,11%","25502,58",Aaron Faulkner
200,Campaign 200,2023-10-03,2023-10-09,TikTok,Reed|Johnson,01161 Mcintyre Burg,Robinsonport,CO,Colorado,USA,51964,stacy50@bates-martin.com,+15223213506854,John Terrell,Teens 13-19,Unknown,13-19,Japan,17385,276,4453,469,"2,70%","25380,81",Becky Brown
201,Campaign 201,2023-09-10,2023-09-27,YouTube,Jimenez|Sons,8451 Walter Fords Apt. 737,South Danielchester,CT,Connecticut,USA,12719,amartinez@oconnell.com,+4051640984570,Justin Cole,Adults 40-60,Unknown,40-60,Latein America,79413,376,1563,655,"0,82%","17299,33",Jesus Rivera
202,Campaign 202,2023-07-10,2023-08-08,TikTok,Lewis|Martinez,37059 Bates Prairie Suite 432,Port Robertmouth,MN,Minnesota,USA,28374,joshua06@king.com,+36383636475385,Angela Anderson,Female 18-40,Female,18-40,USA,90732,1599,2523,417,"0,46%","19551,47",Aaron Faulkner
203,Campaign 203,2023-04-09,2023-05-08,YouTube,Melton|Smith,03793 Jacobs Branch,West Max,MA,Massachusetts,USA,54633,mercertimothy@huff.com,+7295758232,Patrick Abbott,Female 40-60,Female,40-60,Latein America,52284,1868,2888,739,"1,41%","834,04",Lauren Riggs
204,Campaign 204,2023-02-01,2023-02-20,TikTok,Holloway|Cox|Ford,7800 Dorsey Tunnel Suite 734,West Tracy,UT,Utah,USA,56027,joseph49@hodges-campbell.com,+0118358647901,Dennis Carr,Female 40-60,Female,40-60,USA,84652,6597,1061,970,"1,15%","44625,09",Brandon Townsend Jr.
205,Campaign 205,2023-01-20,2023-01-24,YouTube,Schneider PLC,872 Davila Ville Apt. 985,Millerland,GA,Georgia,USA,42888,beasleycraig@yahoo.com,+1430693791,Stephen Murphy,Adults 40-60,Unknown,40-60,UK,95698,8011,1371,603,"0,63%","41473,06",Lauren Riggs
206,Campaign 206,2023-12-27,2024-01-02,Facebook,Ross Group,2397 Allison Knolls Suite 213,Jacksonside,WV,West Virginia,USA,58803,kristopher99@romero.org,+184424524870945,Lauren Graham,Male 60+,Male,60+,Latein America,51935,6124,647,83,"0,16%","48130,34",Brandon Townsend Jr.
207,Campaign 207,2023-03-22,2023-03-24,Email,Lyons PLC,20804 Burgess Trace,Petersenburgh,WV,West Virginia,USA,31082,nicholastaylor@yahoo.com,+4964036865,Sharon Crawford,Female 60+,Female,60+,UK,78926,7339,3223,841,"1,07%","13466,67",Lauren Riggs
208,Campaign 208,2023-02-15,2023-03-06,Instagram,Jimenez|Sons,8451 Walter Fords Apt. 737,South Danielchester,CT,Connecticut,USA,12719,amartinez@oconnell.com,+4051640984570,Justin Cole,Female 60+,Female,60+,Europe,33431,1314,3343,414,"1,24%","49074,59",Jesus Rivera
209,Campaign 209,2023-03-30,2023-04-24,TikTok,Fox|Carter|Cunningham,99919 Michelle Green Apt. 424,West Hannah,KY,Kentucky,USA,63482,bradymcclain@hotmail.com,+1172175730,Andre Manning,Adults 40-60,Unknown,40-60,Australia,41557,9969,4913,105,"0,25%","24973,43",Brandon Townsend Jr.
210,Campaign 210,2023-04-11,2023-04-25,Instagram,Jones|Miranda|Martin,45011 Marc Roads Apt. 548,Johnsonbury,NJ,New Jersey,USA,40892,kristenhoward@yahoo.com,+5580039387927,Christine Barnes,Male 60+,Male,60+,UK,71686,5027,2118,418,"0,58%","16370,76",Thomas Ryan
211,Campaign 211,2023-09-09,2023-09-10,YouTube,Noble|Mcneil|Cooper,36911 Gay Streets Suite 795,Brentmouth,LA,Louisiana,USA,62951,sarahparks@yahoo.com,+35660863350070,Mark Garcia,Male 40-60,Male,40-60,Europe,93126,8387,397,593,"0,64%","1678,84",Wesley Simon
212,Campaign 212,2023-08-26,2023-09-19,Facebook,Weaver|Garner|Ramos,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,Kentucky,USA,52632,oscott@gmail.com,+4989787718501,Melinda Johnston,Female 18-40,Female,18-40,Japan,87849,9115,2807,855,"0,97%","24941,38",Brandon Townsend Jr.
213,Campaign 213,2023-04-26,2023-05-07,Facebook,Hernandez Inc,9452 Amber Mills,Lopezville,NV,Nevada,USA,94038,uhansen@livingston.com,+151947089311832,Traci Holden,Male 60+,Male,60+,Canada,22504,2483,4581,161,"0,72%","46360,11",Melissa Haynes
214,Campaign 214,2023-02-18,2023-03-03,TikTok,Lewis|Martinez,37059 Bates Prairie Suite 432,Port Robertmouth,MN,Minnesota,USA,28374,joshua06@king.com,+36383636475385,Angela Anderson,Teens 13-19,Unknown,13-19,Australia,19514,5399,2864,114,"0,58%","25885,48",Aaron Faulkner
215,Campaign 215,2023-09-05,2023-09-14,TikTok,Herrera|Cook,0613 David Haven Apt. 354,North Samantha,MI,Michigan,USA,10699,ijordan@gmail.com,+8808919091,Madison York,Male 40-60,Male,40-60,Europe,87046,2283,3926,574,"0,66%","27420,15",Wesley Simon
216,Campaign 216,2023-01-12,2023-01-30,Facebook,Vaughan Group,PSC 0937,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,baldwinhailey@klein-fitzgerald.com,+1349058667435806,Ashley Carter,Female 60+,Female,60+,UK,50518,8988,3618,742,"1,47%","30734,25",Jesus Rivera
217,Campaign 217,2023-07-13,2023-07-16,Email,Griffin Inc,Unit 3822 Box 8338,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,dixonamber@hotmail.com,+880002060856308,Theodore Murphy,Female 60+,Female,60+,India,96158,3966,4234,988,"1,03%","37725,4",Brandon Townsend Jr.
218,Campaign 218,2023-05-11,2023-05-15,TikTok,Roberts|Brown,725 Peter Lights Apt. 639,South Janet,WV,West Virginia,USA,83873,nguyendustin@gmail.com,+6259188416213,Samantha Hudson,Adults 18-40,Unknown,18-40,Japan,38018,494,3583,409,"1,08%","29241,84",Thomas Ryan
219,Campaign 219,2023-03-24,2023-04-12,YouTube,Ramirez|Wilson,6802 Scott Ways,Jasonbury,NM,New Mexico,USA,94299,robertellis@simpson-gutierrez.com,+41408698958325,Christine Nguyen,Seniors 60+,Unknown,60+,USA,93611,4481,3879,145,"0,15%","28487,5",Becky Brown
220,Campaign 220,2023-07-27,2023-07-28,TikTok,Reed|Galloway|Buck,49317 Vincent Vista Suite 462,Port Nathan,CA,California,USA,23364,larrygraham@lucas.com,+6697082006,Andrea Simmons,Seniors 60+,Unknown,60+,UK,48884,8732,2697,733,"1,50%","13783,31",Wesley Simon
221,Campaign 221,2023-05-03,2023-05-17,TikTok,Anderson Inc,Unit 0015 Box 7678,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,jgomez@gmail.com,+3584216618006,Morgan Gross,Adults 18-40,Unknown,18-40,Japan,26525,654,3983,470,"1,77%","2085,65",Thomas Ryan
222,Campaign 222,2023-09-21,2023-10-09,Email,Patterson|Sons,0171 Patricia Street Suite 265,Frankmouth,MS,Mississippi,USA,50700,nataliemartinez@hotmail.com,+2281662016,Christopher Riggs,Adults 40-60,Unknown,40-60,UK,43919,3920,2321,874,"1,99%","39934,57",Jesus Rivera
223,Campaign 223,2023-11-10,2023-11-18,YouTube,Lewis PLC,621 Woodard Manors Apt. 208,Port Amy,ME,Maine,USA,5157,beth20@gmail.com,+3825051266,Diana Love,Male 60+,Male,60+,India,76705,8816,433,191,"0,25%","24797,91",Thomas Ryan
224,Campaign 224,2023-01-11,2023-01-30,Email,Ruiz|Cox|Meyer,5058 Frank Locks,Blackmouth,MI,Michigan,USA,7896,vjohnson@yahoo.com,+4875323908871,Anne Davis,Male 60+,Male,60+,Latein America,31051,4678,511,619,"1,99%","3159,33",Aaron Faulkner
225,Campaign 225,2023-05-19,2023-06-15,Email,Hunt|Woods|Saunders,48531 Garcia Walk,Gonzalesville,WY,Wyoming,USA,31844,rramsey@warren.com,+1628025355066010,April Brewer,Male 18-40,Male,18-40,UK,20061,5171,3913,724,"3,61%","44366,1",Melissa Haynes
226,Campaign 226,2023-09-29,2023-10-23,Facebook,Reed|Johnson,01161 Mcintyre Burg,Robinsonport,CO,Colorado,USA,51964,stacy50@bates-martin.com,+15223213506854,John Terrell,Female 18-40,Female,18-40,Canada,93816,8182,735,570,"0,61%","22458,34",Becky Brown
227,Campaign 227,2023-06-30,2023-07-23,Email,Holloway|Cox|Ford,7800 Dorsey Tunnel Suite 734,West Tracy,UT,Utah,USA,56027,joseph49@hodges-campbell.com,+0118358647901,Dennis Carr,Seniors 60+,Unknown,60+,UK,33137,6620,150,558,"1,68%","24859,4",Brandon Townsend Jr.
228,Campaign 228,2023-09-07,2023-09-20,Facebook,Brown|Lawrence|Collins,069 Jeffrey Neck,North Jeffreyberg,VI,Virgin Islands,USA,70669,tracyfields@evans.com,+135132085844902,Thomas Fleming,Male 40-60,Male,40-60,USA,58386,5027,3557,309,"0,53%","43293,8",Michael Camacho
229,Campaign 229,2023-06-02,2023-06-16,TikTok,Gray Ltd,Unit 4555 Box 7398,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,owenmelinda@yahoo.com,+1728597837,Mark Long,Adults 40-60,Unknown,40-60,UK,16137,9136,1614,210,"1,30%","24679,21",Jesus Rivera
230,Campaign 230,2023-03-20,2023-03-27,YouTube,Hernandez|Keller|Berry,Unit 2637 Box 1240,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,mary90@yahoo.com,+2033156167,Kristin Carson,Male 18-40,Male,18-40,Europe,75241,517,4189,469,"0,62%","18198,94",Thomas Ryan
231,Campaign 231,2023-05-18,2023-06-06,Email,Mitchell|Rojas,Unit 7421 Box 5134,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,johnathan43@hotmail.com,+12115886353,Benjamin Anthony,Male 60+,Male,60+,Japan,75825,3926,2033,258,"0,34%","24846,22",Thomas Ryan
232,Campaign 232,2023-01-19,2023-02-16,Facebook,Ramos|Gomez|Garcia,PSC 8675,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,huntdavid@orr.info,+9348330793693,Eric Harrison,Female 18-40,Female,18-40,Australia,60294,9400,3909,839,"1,39%","9326,99",Kyle Serrano
233,Campaign 233,2023-08-18,2023-08-26,Email,Schneider PLC,872 Davila Ville Apt. 985,Millerland,GA,Georgia,USA,42888,beasleycraig@yahoo.com,+1430693791,Stephen Murphy,Adults 18-40,Unknown,18-40,Europe,53223,9372,4037,443,"0,83%","20408,5",Lauren Riggs
234,Campaign 234,2023-05-22,2023-06-20,Facebook,Arnold|Smith|Ward,Unit 2316 Box 4709,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,michelle93@pineda-small.com,+6404886159251,Karen Bryan,Male 60+,Male,60+,Europe,70305,4081,2324,426,"0,61%","7540,35",Jesus Rivera
235,Campaign 235,2023-05-04,2023-05-20,YouTube,Roberts|Brown,725 Peter Lights Apt. 639,South Janet,WV,West Virginia,USA,83873,nguyendustin@gmail.com,+6259188416213,Samantha Hudson,Male 40-60,Male,40-60,Europe,91895,5610,913,300,"0,33%","38428,43",Thomas Ryan
236,Campaign 236,2023-03-10,2023-04-05,Instagram,Lewis PLC,621 Woodard Manors Apt. 208,Port Amy,ME,Maine,USA,5157,beth20@gmail.com,+3825051266,Diana Love,Female 60+,Female,60+,USA,41426,6642,2018,598,"1,44%","23287,94",Thomas Ryan
237,Campaign 237,2023-04-12,2023-04-20,TikTok,Wall|Cruz,7470 Harris Roads Suite 137,Brookefort,MP,Northern Mariana Islands,USA,32507,davidponce@turner-copeland.com,+53982372697824,Robert Cruz,Female 18-40,Female,18-40,India,1182,8784,4893,631,"53,38%","28795,37",Becky Brown
238,Campaign 238,2023-11-24,2023-12-19,Instagram,Salinas|Chavez,53637 Bonnie Walk Suite 961,South Adrianaport,IA,Iowa,USA,49560,richard84@hotmail.com,+2545622603,Chelsea Hoffman,Adults 18-40,Unknown,18-40,Japan,7341,4379,2347,815,"11,10%","32122,01",Thomas Ryan
239,Campaign 239,2023-08-08,2023-08-17,Instagram,Lyons PLC,20804 Burgess Trace,Petersenburgh,WV,West Virginia,USA,31082,nicholastaylor@yahoo.com,+4964036865,Sharon Crawford,Female 60+,Female,60+,UK,49227,5760,1189,669,"1,36%","3663,51",Lauren Riggs
240,Campaign 240,2023-10-01,2023-10-07,TikTok,Arnold|Smith|Ward,Unit 2316 Box 4709,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,michelle93@pineda-small.com,+6404886159251,Karen Bryan,Teens 13-19,Unknown,13-19,Japan,18306,2551,3790,192,"1,05%","40526,03",Jesus Rivera
241,Campaign 241,2023-07-02,2023-07-28,Instagram,Bradley|Jackson|Miller,190 Bradley Mill Suite 940,Craigbury,MO,Missouri,USA,18832,hansonpatrick@hunt.com,+3551561435486,Dr. David Glass Jr.,Teens 13-19,Unknown,13-19,UK,39779,301,2969,778,"1,96%","25050,42",Melissa Haynes
242,Campaign 242,2023-03-24,2023-04-21,YouTube,Patterson|Sons,0171 Patricia Street Suite 265,Frankmouth,MS,Mississippi,USA,50700,nataliemartinez@hotmail.com,+2281662016,Christopher Riggs,Female 18-40,Female,18-40,India,49274,7642,864,546,"1,11%","45462,95",Jesus Rivera
243,Campaign 243,2023-04-08,2023-04-25,TikTok,Edwards LLC,123 Amanda Summit,Lake Marietown,IL,Illinois,USA,81773,tinamckay@sharp-smith.com,+506912217980069,Matthew Davis,Male 60+,Male,60+,Canada,57194,4740,1387,426,"0,74%","22195,76",Melissa Haynes
244,Campaign 244,2023-11-25,2023-12-08,Email,Salinas|Rodriguez|Bowman,04604 Davidson Underpass Apt. 439,Lake Tiffany,DC,District of Columbia,USA,35416,gutierrezjames@yahoo.com,+155494860860863,Laura Caldwell,Male 18-40,Male,18-40,UK,45050,785,3276,955,"2,12%","14095,29",Thomas Ryan
245,Campaign 245,2023-12-01,2023-12-29,TikTok,Reyes|Rios,49937 Christopher Unions,Gutierrezmouth,MI,Michigan,USA,13751,cunninghamjerry@gmail.com,+1463956594400079,Eric Davis,Male 40-60,Male,40-60,Latein America,18222,2139,2232,546,"3,00%","2704,04",Wesley Simon
246,Campaign 246,2023-11-24,2023-12-07,Instagram,Vaughan Group,PSC 0937,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,baldwinhailey@klein-fitzgerald.com,+1349058667435806,Ashley Carter,Adults 18-40,Unknown,18-40,India,41919,5266,2162,60,"0,14%","48198,53",Jesus Rivera
247,Campaign 247,2023-07-05,2023-07-17,TikTok,Hernandez|Keller|Berry,Unit 2637 Box 1240,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,mary90@yahoo.com,+2033156167,Kristin Carson,Female 40-60,Female,40-60,India,49487,5232,290,503,"1,02%","31751,24",Thomas Ryan
248,Campaign 248,2023-11-28,2023-12-03,TikTok,Russell|Wilson|Rogers,27907 Deborah Hill Suite 235,Abigailbury,CO,Colorado,USA,58408,michael78@yahoo.com,+9952136315,Michael Howard,Female 60+,Female,60+,Europe,48676,6957,1404,67,"0,14%","48003,68",Thomas Ryan
249,Campaign 249,2023-10-25,2023-11-08,Facebook,Cohen|Williams|Hess,93243 Lee Loop Apt. 832,North Jonathanland,MP,Northern Mariana Islands,USA,43605,shawn39@gmail.com,+314858550923447,Mr. Nicholas Ramirez,Female 60+,Female,60+,USA,3552,2267,2193,776,"21,85%","5731,82",Jesus Rivera
250,Campaign 250,2023-07-02,2023-07-10,YouTube,Herrera|Cook,0613 David Haven Apt. 354,North Samantha,MI,Michigan,USA,10699,ijordan@gmail.com,+8808919091,Madison York,Female 18-40,Female,18-40,USA,6999,5059,1520,870,"12,43%","15337,51",Wesley Simon
251,Campaign 251,2023-05-23,2023-05-24,Facebook,Morris|Johnson|Anderson,065 John Street,West Adamchester,NV,Nevada,USA,72944,johnsondonald@meyer.com,+32261892539220,Sandy Mathis,Male 40-60,Male,40-60,Japan,50597,6044,4848,829,"1,64%","47775,13",Kyle Serrano
252,Campaign 252,2023-02-03,2023-02-15,Email,Jones LLC,89103 Jennings Cape Suite 740,South Dianafort,FL,Florida,USA,68504,norrisjames@pearson-burton.biz,+36395706167906,Danielle Hernandez,Female 18-40,Female,18-40,India,44685,7146,2472,195,"0,44%","34858,39",Aaron Faulkner
253,Campaign 253,2023-03-30,2023-04-23,YouTube,Harmon Inc,3532 Carla Spurs Suite 631,East Susanside,VA,Virginia,USA,63110,steven77@miller.com,+1293472414472086,Heidi Black,Teens 13-19,Unknown,13-19,Canada,69497,4449,2161,661,"0,95%","33824,73",Kyle Serrano
254,Campaign 254,2023-12-28,2024-01-08,YouTube,Melton|Smith,03793 Jacobs Branch,West Max,MA,Massachusetts,USA,54633,mercertimothy@huff.com,+7295758232,Patrick Abbott,Female 40-60,Female,40-60,UK,42913,8735,2052,156,"0,36%","43875,02",Lauren Riggs
255,Campaign 255,2023-11-29,2023-12-17,Email,Lopez PLC,0806 Watson Drive Suite 662,Port Andrea,DE,Delaware,USA,42578,zmcintyre@bauer.info,+3724028579,Barbara Walker,Adults 18-40,Unknown,18-40,Latein America,92432,3803,2670,899,"0,97%","2443,89",Lauren Riggs
256,Campaign 256,2023-02-26,2023-03-21,TikTok,Fisher Group,880 Watson Ramp Suite 059,Reynoldsfurt,GU,Guam,USA,10725,brian57@hotmail.com,+11851687120,Jeremy Baker,Female 18-40,Female,18-40,USA,29162,3113,405,884,"3,03%","42149,82",Melissa Haynes
257,Campaign 257,2023-06-19,2023-07-08,Facebook,Hughes|Sullivan,5874 Guerra Courts Suite 368,South Codyhaven,OR,Oregon,USA,93465,williamsnathaniel@yahoo.com,+4158607532,Roy Obrien,Adults 18-40,Unknown,18-40,UK,70893,1460,108,918,"1,29%","12450,96",Brandon Townsend Jr.
258,Campaign 258,2023-12-08,2023-12-22,Facebook,Rowe|Morse|Morgan,247 Young Spur,North Jacobview,WI,Wisconsin,USA,24275,hstafford@yahoo.com,+9344111363,Destiny Atkins,Adults 40-60,Unknown,40-60,Canada,10409,2284,698,578,"5,55%","18122,36",Becky Brown
259,Campaign 259,2023-11-25,2023-12-14,TikTok,Lyons PLC,20804 Burgess Trace,Petersenburgh,WV,West Virginia,USA,31082,nicholastaylor@yahoo.com,+4964036865,Sharon Crawford,Seniors 60+,Unknown,60+,Latein America,64277,2793,2892,211,"0,33%","25246,47",Lauren Riggs
260,Campaign 260,2023-03-19,2023-04-05,TikTok,Holloway|Cox|Ford,7800 Dorsey Tunnel Suite 734,West Tracy,UT,Utah,USA,56027,joseph49@hodges-campbell.com,+0118358647901,Dennis Carr,Male 60+,Male,60+,USA,52085,5853,2313,83,"0,16%","9598,66",Brandon Townsend Jr.
261,Campaign 261,2023-02-17,2023-02-21,Email,Weaver|Garner|Ramos,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,Kentucky,USA,52632,oscott@gmail.com,+4989787718501,Melinda Johnston,Male 18-40,Male,18-40,Europe,11318,7532,419,227,"2,01%","46395,27",Brandon Townsend Jr.
